Tunnus;Nimi;Jakeluosoite;Postinumero;Postitoimipaikka;Huoneala (hum²);Bruttoala (brm²);Tilavuus (rm³);Kerrosala (m²);Rakennusvuosi;Peruskorjausvuosi;Kerrosten lkm;Kellarikerrosten lkm;Ullakkokerrosten lkm
657903;Annalankankaan varikko, I-J-rakennus;Annalankankaantie 18 B;90830;HAUKIPUDAS;1 283;1 427;6 340;1 239;1985;0;0;0;0
657904;Annalankankaan varikko, U-halli;Annalankankaantie 18 B;90830;HAUKIPUDAS;137;141;680;0;1989;0;0;0;0
657905;Annalankankaan varikko, V-halli;Annalankankaantie 18 B;90830;HAUKIPUDAS;137;141;680;0;1989;0;0;0;0
657906;Annalankankaan varikko, X-halli;Annalankankaantie 18 B;90830;HAUKIPUDAS;137;141;680;0;1989;0;0;0;0
657907;Annalankankaan varikko, Y-halli;Annalankankaantie 18 B;90830;HAUKIPUDAS;137;141;680;0;1989;0;0;0;0
657908;Annalankankaan varikko, puukatos Z;Annalankankaantie 18 B;90830;HAUKIPUDAS;132;136;653;0;1989;0;0;0;0
657909;Annalankankaan varikko, Ä-halli;Annalankankaantie 18 B;90830;HAUKIPUDAS;138;142;685;0;1989;0;0;0;0
657910;Annalankankaan varikko, Ö-halli;Annalankankaantie 18 B;90830;HAUKIPUDAS;264;271;1 302;0;1989;0;0;0;0
658001;Haukiputaan varikko;Simppulanharjuntie 17;90830;HAUKIPUDAS;1 511;1 714;6 205;0;1972;1983;0;0;0
658002;Haukiputaan varikko, lämmin/kylmä halli;Simppulanharjuntie 17;90830;HAUKIPUDAS;130;130;0;0;0;0;0;0;0
658003;Haukiputaan varikko, kylmä halli;Simppulanharjuntie 17;90830;HAUKIPUDAS;595;595;0;0;0;0;0;0;0
658004;Haukiputaan varikko, katos;Simppulanharjuntie 17;90830;HAUKIPUDAS;0;0;0;0;0;0;0;0;0
658201;Haukiputaan kirkonkylän alakoulu;Jokelantie 17;90830;HAUKIPUDAS;4 583;5 204;21 400;5 231;1953;1984;0;0;0
658501;Virpiniemen hiihtomaja (kahvila-ravintola);Virpiniementie 29;90810;KIVINIEMI;274;310;595;190;1953;1985;0;0;0
658701;Haukiputaan keskusurheilukenttä, huoltorakennus;Jokelantie 19;90830;HAUKIPUDAS;564;419;1 217;419;1970;0;0;0;0
658801;Haukiputaan yläkoulu;Mirjantie 4;90830;HAUKIPUDAS;4 632;5 171;22 810;4 737;2014;0;3;0;1
660901;Meri-Toppilan päiväkoti ja Toppilan nuorisotalo;Kuivaamokatu 6;90520;OULU;960;1 175;4 400;1 175;1936;1998;2;0;0
660902;Meri-Toppilan päiväkoti, VSS;Kuivaamokatu 6;90520;OULU;38;40;140;40;1998;0;0;0;0
663701;Myllyojan-Hintan asukastupa ;Jokivarrenpolku 5;90650;OULU;0;123;310;123;1928;1955;2;0;0
663703;Myllyojan-Hintan asukastupa , sauna;Jokivarrenpolku 5;90650;OULU;0;11;35;11;1928;0;0;0;0
663704;Myllyojan - Hintan asukastupa, varasto;Jokivarrenpolku 5;90650;OULU;0;0;0;0;0;0;0;0;0
663901;Tunnelmatupa, Koiteli;Koitelinkoskentie 456;90900;KIIMINKI;50;56;253;79;2000;0;0;0;0
663902;Tanssilavarakennus, Koiteli;Koitelinkoskentie 456;90900;KIIMINKI;83;88;306;83;2006;0;0;0;0
663903;Perinnetupa, Koitelinkoski;Koitelinkoskentie 456;90900;KIIMINKI;104;114;404;104;1950;1997;0;0;0
664001;Sotu-talo;Honkiojantie 2;90900;KIIMINKI;111;135;434;135;1988;2005;0;0;0
664101;Kiimingin kunnanvirasto, A-talo;Lempiniementie 2 A;90900;KIIMINKI;1 562;1 795;6 049;1 792;1973;2009;0;0;0
664201;Kiimingin terveysasema;Terveystie 1;90900;KIIMINKI;2 977;3 480;12 300;3 418;1979;2013;2;0;0
664301;Palvelukeskus Jaarankartano;Jaarantie 3;90900;KIIMINKI;2 352;2 746;8 853;2 744;1965;1994;0;0;0
664401;Honkimaan päiväkoti;Hiihtorinne 1;90900;KIIMINKI;1 263;1 453;5 885;1 335;2005;0;1;0;0
664501;Laivakankaan päiväkoti;Laivakankaantie 12;90940;JÄÄLI;1 073;1 267;5 308;1 240;2003;0;1;0;0
664502;Laivakankaan päiväkoti, varasto;Laivakankaantie 12;90940;JÄÄLI;60;64;180;0;2003;0;0;0;0
664601;Päiväkoti Tuokkonen;Kehätie 3;90940;JÄÄLI;1 048;1 219;4 617;1 400;1984;2011;0;0;0
664602;Päiväkoti Tuokkonen, varasto;Kehätie 3;90940;JÄÄLI;44;47;155;44;1984;0;0;0;0
664603;Päiväkoti Tuokkonen, leikkikatos;Kehätie 3;90940;JÄÄLI;12;13;37;0;1984;0;0;0;0
664701;Vekara-ahon päiväkoti;Pikkukierto 2;90900;KIIMINKI;906;1 043;3 900;999;2001;0;1;0;0
664702;Vekara-ahon päiväkoti, varasto;Pikkukierto 2;90900;KIIMINKI;21;23;75;0;2001;0;0;0;0
664801;Nuorten työpaja, Kiiminki;Honkiojantie 4;90900;KIIMINKI;208;239;720;228;1991;0;1;0;0
664901;Kiimingin kirjasto ja toimintakeskus Syke;Kirjastokuja 1;90900;KIIMINKI;1 503;1 711;6 470;1 542;1989;0;0;0;0
665001;Alakylän koulu, A-rakennus;Huruntie 16;90910;KONTIO;270;312;1 207;0;1920;2009;0;0;0
665002;Alakylän koulu, B-rakennus;Huruntie 16;90910;KONTIO;886;1 030;4 008;0;1954;2009;0;0;0
665003;Alakylän koulu, laajennusosa, C-rakennus;Huruntie 16;90910;KONTIO;634;700;4 009;0;1995;0;0;0;0
665101;Huttukylän koulu A;Huttukylänkouluntie 66;90900;KIIMINKI;222;259;1 002;0;1920;1998;0;0;0
665102;Huttukylän koulu B;Huttukylänkouluntie 66;90900;KIIMINKI;469;535;2 624;0;1989;0;0;0;0
665201;Jokirannan koulu;Jaarantie 4;90900;KIIMINKI;6 049;6 850;24 819;6 828;1969;2005;2;0;0
665301;Jäälin koulu;Rivitie 11;90940;JÄÄLI;3 866;4 360;19 736;4 573;1977;1993;0;0;0
665302;Jäälin koulu, varasto;Rivitie 11;90940;JÄÄLI;105;112;369;0;1977;0;0;0;0
665401;Kiiminkijoen koulu;Raatinharjuntie 9;90900;KIIMINKI;4 170;4 585;17 372;4 610;1959;2010;0;0;0
665402;Kiiminkijoen päiväkoti;Raatinharjuntie 11;90900;KIIMINKI;2 092;2 085;11 009;2 129;2013;0;0;0;0
665403;Kiiminkijoen päiväkoti, varasto;Raatinharjuntie 11;90900;KIIMINKI;14;16;44;35;0;0;0;0;0
665501;Laivakankaan koulu;Laivakankaantie 10;90940;JÄÄLI;6 035;6 769;32 050;6 276;2007;0;0;0;0
665601;Tirinkylän koulu;Tirintie 97;90910;KONTIO;625;730;2 828;0;1957;1989;0;0;0
665602;Tirinkylän koulu, varasto;Tirintie 97;90910;KONTIO;62;68;191;0;1957;0;0;0;0
665701;Ylikylän koulu, A-rakennus;Ylikouluntie 2;90900;KIIMINKI;796;900;4 594;0;1952;2002;0;0;0
665703;Ylikylän koulu, varasto;Ylikouluntie 2;90900;KIIMINKI;103;114;366;0;1952;1980;0;0;0
665801;Kiimingin lukio;Urheilutie 12;90900;KIIMINKI;2 306;2 569;10 083;2 534;1987;0;0;0;0
665901;Kiimingin paloasema;Lempiniementie 2 C;90900;KIIMINKI;859;978;3 237;912;1973;1992;0;0;0
666601;Jäälin urheilukentän huoltorakennus;Jäälintie 6;90940;JÄÄLI;89;97;298;97;1978;0;0;0;0
666801;Puiravankolmion huoltorakennus;Urheilutie;90900;KIIMINKI;143;163;362;125;2002;2007;0;0;0
666802;Puiravankolmion kuulutuskoppi;Urheilutie;90900;KIIMINKI;15;0;0;0;0;0;0;0;0
666901;Honkimaan tukikohta, huoltorakennus;Honkimaantie 2;90900;KIIMINKI;279;326;1 050;309;1979;1988;0;0;0
666902;Honkimaan tukikohta, ulkovarasto 2;Honkimaantie 2;90900;KIIMINKI;192;558;2 468;558;1988;0;0;0;0
666903;Honkimaan tukikohta, Sammalojan varasto;Honkimaantie 2;90900;KIIMINKI;35;38;114;38;1981;0;0;0;0
666904;Honkimaan tukikohta, ulkovarasto 1;Honkimaantie 2;90900;KIIMINKI;517;204;1 120;204;1997;0;0;0;0
666905;Honkimaan tukikohta, pressuhalli;Honkimaantie 2;90900;KIIMINKI;235;240;1 000;240;2004;0;0;0;0
667101;Teknisen toimiston tukikohta, Yli-Ii;Ruunatie 14;91200;YLI-II;437;270;877;224;1983;0;0;0;0
667102;Teknisen toimiston tukikohta, Yli-Ii, kylmä varasto;Ruunatie 14;91200;YLI-II;200;221;578;174;1997;0;0;0;0
667301;Yli-Iin terveysasema;Kirkkokuja 2;91200;YLI-II;727;800;2 845;800;1988;0;0;0;0
667401;Jokirannan palvelukeskus;Paratiisintie 30;91200;YLI-II;2 193;2 395;7 590;2 395;1966;2011;0;0;0
667402;Jokirannan palvelukeskus, jätekatos;Paratiisintie 30;91200;YLI-II;18;19;0;19;2011;0;0;0;0
667501;Päiväkoti Muurahainen;Halametsä 2;91200;YLI-II;300;308;1 215;308;1987;0;0;0;0
667601;Jakun koulu;Jakuntie 85 A 1;91210;JAKKUKYLÄ;1 009;1 017;5 518;1 017;1945;2004;0;0;0
667701;Yli-Iin koulu;Tulisijantie 4;91200;YLI-II;3 822;4 192;18 562;0;1963;2014;2;0;1
667702;Liikuntahalli Vorelli;Tulisijantie 4;91200;YLI-II;1 228;1 354;9 850;1 354;1995;0;0;0;0
667801;Yli-Iin kirjasto;Halametsä 1;91200;YLI-II;708;614;2 750;813;1985;0;0;0;0
667901;Keskuskoulun rivitalo A, Yli-Ii, varhaiskasvatuspalvelut;Tulisijantie 2 A;91200;YLI-II;368;422;1 225;387;1963;0;0;0;0
667902;Keskuskoulun rivitalo B, Yli-Ii;Tulisijantie 2 B;91200;YLI-II;326;387;1 115;338;1963;0;0;0;0
668001;Yli-Iin keskusurheilukentän huoltorakennus;Karjalantie 15;91200;YLI-II;142;163;497;163;1983;0;0;0;0
668002;Yli-Iin keskusurheilukentän huoltorakennus, varasto;Karjalantie 15;91200;YLI-II;83;90;412;85;2001;0;0;0;0
668101;Yli-Iin paloasema;Kirkkotie 1;91200;YLI-II;616;682;2 950;682;1997;0;0;0;0
668201;Kierikkikeskus, päärakennus;Pahkalantie 447;91200;YLI-II;939;1 040;6 450;1 040;2001;0;0;0;0
668202;Kierikkikeskus, kokousrakennus;Pahkalantie 447;91200;YLI-II;103;119;400;119;2004;0;0;0;0
668203;Kierikkikeskus, sauna;Pahkalantie 447;91200;YLI-II;93;113;350;113;2004;0;0;0;0
668204;Kierikkikeskus, varasto;Pahkalantie 447;91200;YLI-II;6;28;80;28;2001;0;0;0;0
668205;Kierikkikeskus, majoitusrakennukset A-D;Pahkalantie 447;91200;YLI-II;395;472;1 520;472;2004;0;0;0;0
668206;Kierikkikeskus, huoltorakennus (majoitus);Pahkalantie 447;91200;YLI-II;91;132;290;132;2000;0;0;0;0
668602;Teollisuushalli 2, Yli-Ii;Ruunatie 2;91200;YLI-II;545;602;2 060;0;1979;0;0;0;0
668701;Myllymetsän rivitalo;Myllymetsä 1;91200;YLI-II;347;391;1 389;391;1980;0;0;0;0
675001;Kunnanvirasto, Ylikiiminki;Harjutie 18;91300;YLIKIIMINKI;1 194;1 382;4 244;1 130;1975;1975;2;1;0
675101;Ylikiimingin paloasema;Metsätalontie 2;91300;YLIKIIMINKI;529;373;1 870;364;1969;1991;0;0;0
675201;Ylikiimingin koulun yläkoulu;Harjutie 17 / Opinkuja 4;91300;YLIKIIMINKI;2 079;2 345;8 540;2 439;2004;0;3;0;0
675202;Ylikiimingin koulun alakoulu;Opinkuja 4;91300;YLIKIIMINKI;2 339;2 637;7 439;2 297;1960;1989;4;0;0
675203;Ylikiimingin koulu, liikuntasali;Koulurinne 1;91300;YLIKIIMINKI;1 476;1 610;9 800;1 471;1989;0;0;0;0
675204;Ylikiimingin koulun kentän huoltorakennus;Opinkuja 4;91300;YLIKIIMINKI;0;0;0;0;1960;0;0;0;0
675205;Ylikiimingin urheilukentän katsomo;Opinkuja 4;91300;YLIKIIMINKI;0;0;0;0;1960;0;0;0;0
675301;Mustikan päiväkoti;Hillikkotie 8;91300;YLIKIIMINKI;249;280;950;278;1985;0;0;0;0
675501;Pikku-Vesaisen päiväkoti;Aittokoskentie 14;91300;YLIKIIMINKI;295;341;1 100;325;2005;0;2;0;0
675601;Vanhainkoti, Päivölä ja Muistola;Vesaisenlinnantie 4;91300;YLIKIIMINKI;1 217;1 413;5 334;1 481;1985;0;0;0;0
675701;Ylikiimingin terveysasema;Vesaisenlinnantie 2;91300;YLIKIIMINKI;844;975;3 340;886;1989;0;0;0;0
675801;Ylikiimingin Yhteistoimintakeskus;Rahikkotie 3;91300;YLIKIIMINKI;875;998;3 040;870;1991;2007;0;0;0
677001;Pylkönaho, hiihtokeskus;Puolangantie 107;91300;YLIKIIMINKI;131;152;463;100;1988;0;0;0;0
677002;Pylkönaho, kuuluttamo;Puolangantie 107;91300;YLIKIIMINKI;34;39;148;0;1984;0;0;0;0
677301;Vesalan monitoimitalo;Valpastie 11;91300;YLIKIIMINKI;2 695;3 045;14 838;2 833;2010;0;0;0;0
677302;Vesalan vanha koulu;Valpastie 11;91300;YLIKIIMINKI;235;272;977;272;1920;2003;0;0;0
688201;Otokylän päiväkoti;Hanhitie 17;90150;OULU;627;672;2 218;672;1980;2011;1;0;0
688202;Otokylän päiväkoti, varasto;Hanhitie 17;90150;OULU;39;42;105;0;1980;0;0;0;0
688203;Otokylän päiväkoti, varasto ja vaunukatos;Hanhitie 17;90150;OULU;25;28;70;0;1996;0;0;0;0
688204;Otokylän päiväkoti, polkupyörä- ja jätekatos;Hanhitie 17;90150;OULU;19;21;55;0;1996;0;0;0;0
693101;Teknologiakylän päiväkoti;Kaitoväylä 8;90570;OULU;621;764;2 291;764;1990;2006;1;0;0
693102;Teknologiakylän päiväkoti, varasto;Kaitoväylä 8;90570;OULU;0;0;0;0;0;0;0;0;0
